Age,Generation,Gender,Income_kUSD,Occupation,Drinks_Per_Week,Social_Setting,Taste_Preference,Alcohol_Tolerance,Price_Sensitivity,Preferred_Drink,Support_Local_Store,Purchase_Frequency,Monthly_Spend_USD,Purchase_Channel,Drinking_Occasion,Brand_Loyalty,Access_Problems,Health_Score
24.0,Gen Z,Male,12.99,Student,1.0,Social Event,Sour,2.19,Medium,Cocktails,Maybe,Monthly,88.91,Online,Celebration,Medium,Expensive,3.8
35.0,Millennial,Male,65.61,Entrepreneur,2.0,Bar,Sweet,0.97,Medium,Cocktails,No,Monthly,197.28,Online,Celebration,Medium,Location,4.5
26.0,Millennial,Female,17.5,Student,3.0,Bar,Sour,1.38,Medium,Spirits,No,Weekly,41.97,Online,Celebration,Medium,Limited Variety,4.2
50.0,Gen X,Male,25.82,Retired,1.0,Home,Salty,0.81,High,Spirits,Maybe,Monthly,99.36,Both,Stress Relief,Low,Location,4.0
58.0,Baby Boomer,Female,45.23,Professional,5.0,Social Event,Salty,1.69,Medium,Spirits,Yes,Weekly,277.07,Offline,Celebration,Medium,Limited Variety,2.9
22.0,Gen Z,Male,52.46,Student,5.0,Bar,Bitter,1.0,Low,Cider,Yes,Weekly,458.9,Online,Celebration,High,Expensive,1.9
35.0,Millennial,Male,29.83,Entrepreneur,1.0,Home,Sweet,1.17,Low,Other,No,Monthly,140.4,Offline,Stress Relief,High,Location,4.6
31.0,Millennial,Female,44.45,Entrepreneur,0.0,Restaurant,Neutral,1.44,Low,Cider,No,Rarely,147.02,Both,Social,High,Expensive,5.0
28.0,Millennial,Male,64.3,Professional,1.0,Home,Bitter,0.55,Medium,Wine,Yes,Monthly,673.6,Online,Stress Relief,Medium,Limited Variety,4.3
46.0,Gen X,Female,67.04,Student,3.0,Other,Sweet,0.68,Medium,Beer,Yes,Weekly,596.76,Offline,Celebration,Medium,Expensive,3.5
65.0,Baby Boomer,Other,75.03,Retired,1.0,Home,Sweet,1.87,Low,Other,No,Monthly,441.85,Offline,Stress Relief,High,Location,4.9
64.0,Baby Boomer,Female,88.19,Professional,0.0,Home,Bitter,1.36,Medium,Cocktails,No,Rarely,499.42,Offline,Stress Relief,Medium,No Problems,4.9
25.0,Millennial,Female,66.2,Student,3.0,Home,Bitter,2.23,Medium,Cocktails,Maybe,Weekly,283.19,Online,Stress Relief,Medium,Limited Variety,3.2
26.0,Millennial,Male,45.67,Other,2.0,Bar,Sour,1.89,Low,Cocktails,Yes,Monthly,475.25,Offline,Celebration,High,Location,3.4
46.0,Gen X,Male,67.19,Entrepreneur,0.0,Social Event,Neutral,0.52,Medium,Wine,Yes,Rarely,268.4,Online,Celebration,Medium,Location,4.8
24.0,Gen Z,Male,59.33,Retired,0.0,Home,Salty,1.73,High,Wine,Yes,Rarely,344.19,Offline,Stress Relief,Low,Expensive,4.4
39.0,Millennial,Female,60.13,Retired,1.0,Home,Sour,0.69,Medium,Spirits,No,Monthly,178.29,Both,Stress Relief,Medium,No Problems,4.3
40.0,Millennial,Other,53.54,Retired,2.0,Other,Sweet,2.06,Medium,Beer,Yes,Monthly,152.38,Online,Social,Medium,Expensive,3.8
53.0,Gen X,Male,31.76,Entrepreneur,1.0,Other,Neutral,2.48,Medium,Spirits,No,Monthly,242.26,Both,Daily Habit,Medium,No Problems,4.9
40.0,Millennial,Female,29.44,Student,0.0,Restaurant,Neutral,1.56,Medium,Wine,Yes,Rarely,147.44,Online,Social,Medium,Location,5.0
32.0,Millennial,Male,48.06,Professional,3.0,Restaurant,Bitter,1.87,Medium,Cider,Maybe,Weekly,231.43,Both,Social,Medium,Location,4.8
21.0,Gen Z,Female,52.98,Student,0.0,Other,Neutral,0.97,Medium,Spirits,No,Rarely,142.3,Online,Daily Habit,Medium,Location,4.0
46.0,Gen X,Male,36.41,Professional,2.0,Social Event,Neutral,1.38,High,Other,No,Monthly,395.6,Online,Celebration,Low,Limited Variety,4.2
34.0,Millennial,Other,58.47,Retired,1.0,Restaurant,Sweet,2.21,High,Wine,Yes,Monthly,163.47,Online,Social,Low,Limited Variety,4.3
58.0,Baby Boomer,Female,91.62,Student,1.0,Social Event,Sour,0.83,Medium,Wine,Yes,Monthly,1055.57,Both,Celebration,Medium,Expensive,4.0
57.0,Baby Boomer,Male,15.11,Retired,3.0,Other,Neutral,1.03,Low,Cider,Yes,Weekly,72.81,Online,Daily Habit,High,Location,3.5
31.0,Millennial,Male,61.64,Other,2.0,Restaurant,Bitter,1.39,Medium,Cider,No,Monthly,524.98,Online,Social,Medium,Location,3.9
56.0,Gen X,Male,48.68,Retired,3.0,Home,Sour,1.92,Medium,Cider,No,Weekly,312.25,Offline,Stress Relief,Medium,No Problems,4.0
33.0,Millennial,Male,59.01,Retired,3.0,Other,Bitter,1.25,Medium,Beer,Maybe,Weekly,603.14,Offline,Daily Habit,Medium,Limited Variety,3.5
63.0,Baby Boomer,Male,41.39,Professional,5.0,Restaurant,Neutral,2.36,Low,Other,Maybe,Weekly,355.61,Offline,Social,High,Expensive,2.2
23.0,Gen Z,Female,47.08,Other,2.0,Social Event,Sour,0.69,Low,Wine,No,Monthly,268.62,Online,Celebration,High,Limited Variety,4.2
53.0,Gen X,Female,52.59,Retired,0.0,Social Event,Neutral,1.24,Medium,Cider,Yes,Rarely,222.7,Online,Celebration,Medium,Location,4.9
26.0,Millennial,Female,43.97,Retired,1.0,Restaurant,Sweet,1.92,Low,Beer,No,Monthly,135.0,Online,Social,High,Limited Variety,3.9
30.0,Millennial,Male,19.59,Other,1.0,Social Event,Sour,0.95,Medium,Cocktails,Maybe,Monthly,143.78,Online,Celebration,Medium,Expensive,4.4
25.0,Millennial,Female,45.32,Other,2.0,Restaurant,Bitter,1.81,Medium,Other,Yes,Monthly,217.02,Online,Social,Medium,No Problems,4.1
43.0,Gen X,Female,21.67,Student,3.0,Restaurant,Sweet,0.83,Medium,Cocktails,Maybe,Weekly,146.13,Both,Social,Medium,Limited Variety,3.5
30.0,Millennial,Male,63.06,Professional,4.0,Social Event,Salty,0.61,Low,Cocktails,Yes,Weekly,354.16,Online,Celebration,High,Location,3.2
64.0,Baby Boomer,Female,12.69,Other,0.0,Bar,Bitter,0.74,Low,Wine,Yes,Rarely,14.62,Offline,Celebration,High,Limited Variety,4.7
22.0,Gen Z,Female,70.57,Other,1.0,Home,Neutral,2.36,Low,Beer,No,Monthly,325.04,Online,Stress Relief,High,Location,4.7
33.0,Millennial,Male,58.59,Entrepreneur,2.0,Other,Bitter,1.6,Low,Beer,Yes,Monthly,1211.63,Both,Daily Habit,High,Limited Variety,4.1
60.0,Baby Boomer,Male,58.67,Other,2.0,Home,Salty,2.09,Medium,Cocktails,No,Monthly,537.58,Both,Stress Relief,Medium,Location,4.1
22.0,Gen Z,Female,6.71,Professional,3.0,Other,Bitter,1.17,Medium,Other,Yes,Weekly,50.24,Both,Social,Medium,Expensive,3.5
40.0,Millennial,Male,43.43,Retired,1.0,Other,Sweet,1.69,Low,Spirits,Maybe,Monthly,192.97,Online,Daily Habit,High,No Problems,5.0
21.0,Gen Z,Female,73.07,Retired,1.0,Home,Bitter,1.49,Low,Cocktails,Yes,Monthly,374.47,Online,Stress Relief,High,Limited Variety,5.0
57.0,Baby Boomer,Female,39.63,Retired,2.0,Restaurant,Sour,2.39,Low,Wine,Yes,Monthly,322.46,Offline,Social,High,Limited Variety,4.1
29.0,Millennial,Female,28.44,Retired,0.0,Social Event,Salty,2.0,High,Cocktails,No,Rarely,65.38,Online,Celebration,Low,Location,4.6
37.0,Millennial,Male,37.27,Entrepreneur,3.0,Bar,Bitter,1.96,Medium,Other,Yes,Weekly,491.86,Offline,Celebration,Medium,Location,3.4
29.0,Millennial,Male,48.63,Other,3.0,Bar,Salty,0.59,High,Other,Maybe,Weekly,525.73,Both,Celebration,Low,Expensive,4.3
31.0,Millennial,Female,32.97,Retired,3.0,Bar,Sweet,1.6,High,Cocktails,Maybe,Weekly,356.93,Both,Celebration,Low,Location,3.2
35.0,Millennial,Female,74.68,Student,3.0,Home,Sour,1.43,Medium,Beer,No,Weekly,702.96,Both,Stress Relief,Medium,Expensive,3.4
44.0,Gen X,Male,48.71,Retired,2.0,Home,Neutral,2.36,Medium,Cocktails,No,Monthly,304.46,Offline,Stress Relief,Medium,No Problems,3.9
58.0,Baby Boomer,Female,38.89,Other,5.0,Restaurant,Bitter,1.01,Low,Cider,No,Weekly,614.01,Offline,Social,High,No Problems,2.7
55.0,Gen X,Female,23.97,Retired,3.0,Bar,Sweet,1.04,Medium,Cider,Yes,Weekly,243.61,Offline,Celebration,Medium,Limited Variety,3.3
50.0,Gen X,Male,59.69,Entrepreneur,1.0,Restaurant,Salty,1.32,Low,Spirits,Yes,Monthly,253.41,Online,Social,High,No Problems,4.6
51.0,Gen X,Male,59.23,Professional,4.0,Bar,Salty,0.99,High,Wine,Yes,Weekly,410.54,Both,Celebration,Low,Expensive,2.8
25.0,Millennial,Female,34.16,Professional,2.0,Home,Sweet,0.76,Low,Wine,No,Monthly,222.48,Online,Stress Relief,High,Expensive,4.7
64.0,Baby Boomer,Male,5.27,Other,2.0,Social Event,Bitter,2.21,Medium,Beer,Yes,Monthly,70.77,Offline,Celebration,Medium,No Problems,3.7
34.0,Millennial,Male,58.22,Professional,0.0,Social Event,Neutral,1.62,Low,Wine,No,Rarely,130.0,Online,Celebration,High,Location,5.0
31.0,Millennial,Male,46.26,Professional,1.0,Social Event,Bitter,2.22,High,Spirits,No,Monthly,112.55,Offline,Celebration,Low,Limited Variety,4.2
29.0,Millennial,Male,56.72,Student,2.0,Social Event,Sour,2.16,Medium,Cider,Yes,Monthly,381.21,Both,Celebration,Medium,Limited Variety,3.6
54.0,Gen X,Female,89.14,Other,1.0,Other,Bitter,1.06,Medium,Beer,No,Monthly,463.36,Offline,Celebration,Medium,Limited Variety,4.1
32.0,Millennial,Female,49.46,Other,3.0,Bar,Sour,1.6,Medium,Other,Yes,Weekly,407.76,Both,Celebration,Medium,No Problems,2.6
55.0,Gen X,Male,39.72,Professional,5.0,Social Event,Salty,0.67,Medium,Cider,Yes,Weekly,506.07,Online,Celebration,Medium,Expensive,2.7
55.0,Gen X,Female,27.05,Professional,2.0,Other,Sour,2.33,Medium,Spirits,No,Monthly,149.75,Offline,Daily Habit,Medium,Limited Variety,3.4
21.0,Gen Z,Female,43.75,Professional,2.0,Other,Neutral,1.31,High,Beer,Maybe,Monthly,570.36,Both,Daily Habit,Low,Limited Variety,3.8
60.0,Baby Boomer,Female,53.21,Entrepreneur,2.0,Other,Sweet,1.29,Low,Cocktails,No,Monthly,147.92,Offline,Daily Habit,High,Limited Variety,4.4
42.0,Gen X,Male,51.07,Retired,1.0,Restaurant,Sour,1.11,High,Wine,Maybe,Monthly,171.02,Both,Social,Low,Limited Variety,4.9
49.0,Gen X,Male,84.47,Entrepreneur,1.0,Restaurant,Bitter,1.42,Medium,Spirits,Yes,Monthly,406.51,Online,Social,Medium,Expensive,3.8
28.0,Millennial,Other,59.98,Other,3.0,Other,Sour,1.0,High,Beer,No,Weekly,199.39,Offline,Daily Habit,Low,Expensive,3.7
31.0,Millennial,Female,47.3,Student,4.0,Social Event,Salty,1.25,Medium,Cider,No,Weekly,399.99,Offline,Celebration,Medium,Expensive,3.6
61.0,Baby Boomer,Male,35.87,Retired,2.0,Bar,Sour,2.1,Medium,Beer,No,Monthly,509.53,Both,Celebration,Medium,No Problems,3.7
57.0,Baby Boomer,Male,55.33,Student,4.0,Home,Neutral,2.17,High,Cocktails,Yes,Weekly,516.26,Online,Stress Relief,Low,Expensive,3.3
34.0,Millennial,Male,31.86,Other,2.0,Restaurant,Sour,1.11,Medium,Spirits,No,Monthly,221.31,Both,Social,Medium,Location,3.4
50.0,Gen X,Female,53.6,Other,3.0,Social Event,Neutral,1.44,Medium,Beer,Yes,Weekly,215.79,Offline,Celebration,Medium,Location,3.7
55.0,Gen X,Female,59.75,Student,2.0,Social Event,Bitter,2.25,Low,Other,Yes,Monthly,271.74,Online,Celebration,High,No Problems,4.1
41.0,Gen X,Female,45.67,Student,3.0,Home,Salty,0.61,Low,Spirits,No,Weekly,286.2,Offline,Stress Relief,High,No Problems,3.8
57.0,Baby Boomer,Male,37.39,Student,2.0,Home,Sweet,2.28,Medium,Spirits,Yes,Monthly,197.43,Offline,Stress Relief,Medium,Expensive,4.3
25.0,Millennial,Female,6.29,Other,3.0,Social Event,Bitter,0.94,Medium,Cider,No,Weekly,90.25,Offline,Celebration,Medium,Expensive,2.8
39.0,Millennial,Female,72.88,Professional,0.0,Home,Bitter,1.86,Medium,Wine,Maybe,Rarely,399.62,Both,Stress Relief,Medium,Limited Variety,5.0
34.0,Millennial,Male,58.07,Student,2.0,Social Event,Sweet,1.67,Low,Other,Yes,Monthly,206.18,Offline,Celebration,High,Limited Variety,4.7
46.0,Gen X,Female,58.55,Retired,2.0,Home,Sour,1.61,Medium,Cocktails,Maybe,Monthly,409.93,Offline,Stress Relief,Medium,Location,2.9
24.0,Gen Z,Other,18.77,Other,3.0,Home,Sour,2.22,Medium,Beer,No,Weekly,182.04,Offline,Stress Relief,Medium,Location,4.0
45.0,Gen X,Male,77.6,Entrepreneur,2.0,Social Event,Sour,0.7,Medium,Wine,No,Monthly,849.37,Online,Celebration,Medium,No Problems,4.8
65.0,Baby Boomer,Female,40.7,Entrepreneur,0.0,Other,Salty,1.19,High,Cider,No,Rarely,372.17,Offline,Daily Habit,Low,Expensive,4.3
62.0,Baby Boomer,Male,44.22,Retired,1.0,Social Event,Bitter,1.58,Medium,Wine,No,Monthly,134.89,Offline,Celebration,Medium,No Problems,4.2
45.0,Gen X,Female,28.61,Professional,4.0,Bar,Neutral,2.12,Low,Spirits,No,Weekly,176.12,Offline,Celebration,High,Limited Variety,3.3
38.0,Millennial,Female,14.26,Student,2.0,Home,Sweet,0.93,High,Spirits,No,Monthly,47.06,Online,Stress Relief,Low,Limited Variety,3.6
60.0,Baby Boomer,Female,73.15,Other,2.0,Restaurant,Bitter,2.11,Medium,Cocktails,Yes,Monthly,402.76,Offline,Social,Medium,Limited Variety,4.7
28.0,Millennial,Female,75.73,Student,1.0,Home,Sour,1.3,Medium,Other,Maybe,Monthly,484.54,Online,Stress Relief,Medium,Location,5.0
59.0,Baby Boomer,Male,46.69,Other,2.0,Bar,Sweet,0.88,Low,Beer,Yes,Monthly,473.45,Offline,Celebration,High,Limited Variety,3.3
60.0,Baby Boomer,Female,36.41,Entrepreneur,1.0,Restaurant,Neutral,2.02,Medium,Beer,No,Monthly,177.63,Offline,Social,Medium,No Problems,4.1
34.0,Millennial,Female,42.46,Student,2.0,Restaurant,Bitter,0.68,Low,Cider,No,Monthly,223.96,Online,Social,High,No Problems,4.4
52.0,Gen X,Male,43.01,Retired,1.0,Social Event,Bitter,1.53,Medium,Cocktails,Yes,Monthly,235.14,Both,Celebration,Medium,No Problems,4.9
58.0,Baby Boomer,Female,26.0,Professional,2.0,Other,Salty,0.63,Low,Beer,No,Monthly,105.99,Both,Social,High,Expensive,5.0
53.0,Gen X,Female,44.15,Retired,1.0,Social Event,Bitter,1.21,Low,Other,No,Monthly,636.01,Both,Celebration,High,No Problems,4.1
43.0,Gen X,Male,53.06,Professional,3.0,Restaurant,Bitter,1.7,Low,Spirits,Yes,Weekly,179.55,Online,Social,High,Location,4.2
35.0,Millennial,Female,70.36,Student,1.0,Restaurant,Neutral,1.61,Low,Cocktails,No,Monthly,391.05,Both,Social,High,Expensive,4.0
53.0,Gen X,Female,50.28,Student,2.0,Other,Neutral,1.31,Low,Wine,No,Monthly,855.99,Both,Social,High,Expensive,4.3
45.0,Gen X,Male,18.47,Professional,1.0,Home,Sweet,1.36,Medium,Cocktails,Yes,Monthly,93.92,Both,Stress Relief,Medium,Expensive,4.9
37.0,Millennial,Other,57.07,Entrepreneur,0.0,Other,Sour,0.95,Low,Cocktails,No,Rarely,215.32,Online,Daily Habit,High,Expensive,3.5
53.0,Gen X,Male,44.88,Other,1.0,Social Event,Neutral,1.41,Medium,Other,Yes,Monthly,190.21,Offline,Celebration,Medium,Limited Variety,5.0
22.0,Gen Z,Male,77.41,Retired,2.0,Home,Sweet,2.41,Low,Other,No,Monthly,437.8,Both,Stress Relief,High,No Problems,4.7
34.0,Millennial,Male,78.59,Retired,0.0,Social Event,Bitter,2.2,High,Beer,No,Rarely,647.76,Offline,Celebration,Low,Limited Variety,5.0
60.0,Baby Boomer,Female,79.29,Retired,2.0,Other,Sweet,0.79,High,Cider,No,Monthly,162.39,Offline,Social,Low,Limited Variety,5.0
60.0,Baby Boomer,Female,38.77,Student,2.0,Home,Sweet,0.56,Low,Cider,Maybe,Monthly,516.57,Offline,Stress Relief,High,No Problems,4.5
59.0,Baby Boomer,Male,89.8,Retired,0.0,Other,Sweet,2.37,Medium,Other,No,Rarely,182.81,Offline,Celebration,Medium,Expensive,4.7
26.0,Millennial,Male,57.02,Other,1.0,Bar,Sweet,1.55,Low,Beer,No,Monthly,252.88,Online,Celebration,High,No Problems,5.0
26.0,Millennial,Female,82.53,Other,2.0,Restaurant,Neutral,1.58,High,Beer,Yes,Monthly,412.15,Offline,Social,Low,Limited Variety,3.7
23.0,Gen Z,Male,39.95,Professional,0.0,Home,Sour,2.06,Medium,Beer,No,Rarely,222.46,Online,Stress Relief,Medium,Limited Variety,5.0
27.0,Millennial,Female,44.03,Student,4.0,Restaurant,Sweet,1.13,Low,Other,Yes,Weekly,182.85,Online,Social,High,Limited Variety,3.4
28.0,Millennial,Female,55.48,Other,4.0,Bar,Salty,1.46,Medium,Cider,Maybe,Weekly,645.46,Online,Celebration,Medium,Limited Variety,3.2
62.0,Baby Boomer,Female,53.04,Entrepreneur,1.0,Home,Bitter,2.44,Low,Beer,Yes,Monthly,739.56,Offline,Stress Relief,High,Expensive,5.0
35.0,Millennial,Other,75.1,Student,2.0,Restaurant,Bitter,1.84,Medium,Other,Yes,Monthly,235.12,Online,Social,Medium,Location,5.0
49.0,Gen X,Male,45.36,Student,3.0,Restaurant,Bitter,0.81,Medium,Wine,Yes,Weekly,377.03,Offline,Social,Medium,Expensive,2.9
53.0,Gen X,Other,73.29,Other,4.0,Home,Bitter,0.77,Medium,Wine,No,Weekly,486.04,Both,Stress Relief,Medium,No Problems,2.8
50.0,Gen X,Female,64.64,Entrepreneur,3.0,Restaurant,Bitter,0.91,Medium,Spirits,Yes,Weekly,604.64,Online,Social,Medium,Limited Variety,3.7
59.0,Baby Boomer,Female,45.73,Professional,1.0,Restaurant,Sweet,2.03,Low,Wine,No,Monthly,233.97,Online,Social,High,Expensive,4.3
47.0,Gen X,Male,63.09,Other,3.0,Home,Sour,1.09,Low,Cocktails,Yes,Weekly,346.08,Online,Stress Relief,High,Location,3.5
56.0,Gen X,Female,40.53,Entrepreneur,1.0,Restaurant,Salty,0.54,Low,Spirits,Yes,Monthly,262.13,Both,Social,High,Expensive,4.9
49.0,Gen X,Male,97.0,Student,1.0,Restaurant,Neutral,2.39,High,Wine,No,Monthly,1211.64,Offline,Social,Low,Location,4.8
58.0,Baby Boomer,Male,-3.29,Entrepreneur,1.0,Social Event,Salty,0.84,Low,Cocktails,No,Monthly,-15.15,Offline,Celebration,High,No Problems,4.6
53.0,Gen X,Male,63.46,Student,3.0,Social Event,Neutral,0.52,Medium,Wine,Yes,Weekly,687.55,Online,Celebration,Medium,Location,3.6
57.0,Baby Boomer,Female,14.71,Other,0.0,Bar,Neutral,0.97,Medium,Other,No,Rarely,31.97,Offline,Celebration,Medium,Expensive,4.9
47.0,Gen X,Female,45.49,Other,3.0,Social Event,Salty,0.97,Low,Cocktails,No,Weekly,213.18,Both,Celebration,High,Location,4.2
53.0,Gen X,Female,48.29,Retired,0.0,Social Event,Sweet,1.34,Medium,Beer,No,Rarely,253.73,Both,Celebration,Medium,Location,5.0
24.0,Gen Z,Female,80.15,Retired,2.0,Bar,Bitter,2.34,Medium,Other,Yes,Monthly,1041.91,Offline,Celebration,Medium,No Problems,4.5
42.0,Gen X,Male,36.16,Retired,0.0,Restaurant,Sweet,2.26,Medium,Cocktails,Yes,Rarely,179.22,Online,Social,Medium,Expensive,4.4
22.0,Gen Z,Female,76.16,Other,0.0,Restaurant,Bitter,1.41,Medium,Other,No,Rarely,270.2,Online,Social,Medium,Limited Variety,4.9
30.0,Millennial,Male,26.42,Professional,0.0,Social Event,Sour,1.32,Medium,Beer,Yes,Rarely,109.58,Online,Celebration,Medium,Limited Variety,5.0
25.0,Millennial,Female,76.93,Other,1.0,Bar,Neutral,1.61,Medium,Cocktails,No,Monthly,208.63,Online,Celebration,Medium,Expensive,4.0
30.0,Millennial,Female,40.51,Entrepreneur,1.0,Restaurant,Salty,0.99,Medium,Cocktails,No,Monthly,277.73,Online,Social,Medium,Limited Variety,4.5
53.0,Gen X,Female,51.47,Other,3.0,Other,Sour,0.6,Medium,Other,No,Weekly,604.87,Online,Daily Habit,Medium,Limited Variety,3.5
58.0,Baby Boomer,Female,43.27,Other,1.0,Home,Bitter,2.38,Low,Wine,No,Monthly,174.91,Offline,Stress Relief,High,No Problems,5.0
33.0,Millennial,Male,75.65,Student,0.0,Home,Sweet,0.87,Medium,Cocktails,No,Rarely,248.13,Both,Stress Relief,Medium,No Problems,4.8
51.0,Gen X,Male,71.75,Student,3.0,Home,Salty,0.9,Low,Wine,Yes,Weekly,619.54,Offline,Stress Relief,High,Location,4.1
56.0,Gen X,Female,58.87,Student,2.0,Social Event,Neutral,1.44,Low,Cocktails,No,Monthly,292.9,Both,Celebration,High,Limited Variety,3.5
65.0,Baby Boomer,Male,26.96,Other,1.0,Home,Sour,1.48,Medium,Cider,Maybe,Monthly,132.18,Offline,Stress Relief,Medium,Expensive,4.1
44.0,Gen X,Male,35.7,Professional,1.0,Home,Neutral,0.54,High,Spirits,Maybe,Monthly,516.91,Online,Stress Relief,Low,No Problems,4.3
35.0,Millennial,Female,29.43,Entrepreneur,3.0,Other,Bitter,0.8,High,Wine,No,Weekly,196.64,Both,Celebration,Low,No Problems,3.5
49.0,Gen X,Female,5.04,Entrepreneur,3.0,Restaurant,Neutral,1.26,Low,Wine,No,Weekly,31.85,Online,Social,High,No Problems,2.3
28.0,Millennial,Male,75.23,Professional,1.0,Other,Sweet,1.87,Medium,Beer,No,Monthly,275.79,Offline,Celebration,Medium,Location,4.7
25.0,Millennial,Male,43.44,Professional,2.0,Social Event,Sour,0.96,Medium,Cider,No,Monthly,390.07,Online,Celebration,Medium,Limited Variety,4.9
49.0,Gen X,Female,43.23,Entrepreneur,3.0,Home,Sour,1.35,Low,Beer,Yes,Weekly,298.5,Both,Stress Relief,High,No Problems,3.8
24.0,Gen Z,Female,79.92,Retired,2.0,Restaurant,Sweet,1.61,Medium,Cider,Maybe,Monthly,357.52,Online,Social,Medium,Limited Variety,3.9
32.0,Millennial,Male,40.48,Student,1.0,Home,Neutral,2.28,Medium,Cider,No,Monthly,397.15,Online,Stress Relief,Medium,Limited Variety,4.0
65.0,Baby Boomer,Male,33.19,Student,2.0,Home,Sweet,1.15,High,Other,Yes,Monthly,417.76,Both,Stress Relief,Low,Location,3.1
22.0,Gen Z,Male,45.51,Entrepreneur,1.0,Social Event,Salty,0.77,Low,Other,Yes,Monthly,170.81,Online,Celebration,High,Expensive,3.7
47.0,Gen X,Male,27.35,Professional,2.0,Home,Sweet,1.48,Low,Other,Yes,Monthly,66.57,Offline,Stress Relief,High,Expensive,3.9
51.0,Gen X,Male,56.89,Retired,4.0,Bar,Neutral,1.99,High,Cocktails,Yes,Weekly,869.33,Both,Celebration,Low,Limited Variety,4.1
56.0,Gen X,Female,42.53,Entrepreneur,1.0,Restaurant,Sweet,0.72,Medium,Beer,Yes,Monthly,153.05,Both,Social,Medium,Limited Variety,3.1
56.0,Gen X,Female,39.85,Student,0.0,Restaurant,Bitter,1.35,High,Spirits,Yes,Rarely,245.5,Both,Social,Low,No Problems,5.0
46.0,Gen X,Female,38.12,Other,1.0,Bar,Sweet,0.54,Low,Cider,Yes,Monthly,72.13,Both,Celebration,High,Expensive,4.2
63.0,Baby Boomer,Male,47.88,Professional,4.0,Social Event,Sweet,0.57,Medium,Cider,Yes,Weekly,690.8,Online,Celebration,Medium,Expensive,2.8
47.0,Gen X,Female,51.67,Other,2.0,Home,Neutral,1.47,Medium,Wine,No,Monthly,174.54,Both,Stress Relief,Medium,Expensive,3.5
25.0,Millennial,Male,39.6,Entrepreneur,0.0,Home,Salty,1.1,Low,Cocktails,Maybe,Rarely,236.76,Offline,Stress Relief,High,Expensive,4.3
40.0,Millennial,Other,42.82,Student,1.0,Restaurant,Salty,2.19,Medium,Spirits,Maybe,Monthly,218.54,Offline,Social,Medium,Expensive,4.6
31.0,Millennial,Female,48.37,Retired,0.0,Social Event,Neutral,1.7,Medium,Other,No,Rarely,124.56,Online,Celebration,Medium,Location,5.0
30.0,Millennial,Male,46.35,Other,3.0,Social Event,Neutral,1.41,Low,Cider,Yes,Weekly,285.87,Offline,Celebration,High,Limited Variety,3.8
60.0,Baby Boomer,Female,50.62,Retired,1.0,Social Event,Neutral,1.32,Low,Wine,No,Monthly,361.53,Both,Celebration,High,Location,3.7
58.0,Baby Boomer,Male,36.47,Student,2.0,Home,Bitter,1.49,Medium,Beer,No,Monthly,238.0,Both,Stress Relief,Medium,No Problems,4.4
26.0,Millennial,Female,70.09,Other,2.0,Social Event,Sour,0.58,Medium,Cider,Yes,Monthly,581.05,Online,Celebration,Medium,Location,4.4
28.0,Millennial,Male,51.94,Retired,3.0,Bar,Sweet,2.29,High,Wine,Yes,Weekly,1054.85,Online,Celebration,Low,Expensive,3.7
43.0,Gen X,Male,39.92,Retired,2.0,Other,Neutral,2.5,Medium,Beer,No,Monthly,113.02,Offline,Daily Habit,Medium,Expensive,3.8
46.0,Gen X,Female,56.89,Other,1.0,Social Event,Neutral,0.86,Low,Cocktails,No,Monthly,647.15,Both,Celebration,High,No Problems,4.7
63.0,Baby Boomer,Male,48.51,Student,4.0,Other,Neutral,0.74,High,Other,Yes,Weekly,471.91,Offline,Celebration,Low,Limited Variety,2.9
32.0,Millennial,Female,15.32,Retired,2.0,Home,Salty,0.79,High,Beer,No,Monthly,60.5,Online,Stress Relief,Low,No Problems,4.5
46.0,Gen X,Male,56.82,Entrepreneur,2.0,Social Event,Neutral,1.82,Low,Cider,Yes,Monthly,180.83,Online,Celebration,High,No Problems,3.8
33.0,Millennial,Female,29.61,Other,1.0,Restaurant,Sweet,1.82,Medium,Spirits,No,Monthly,136.51,Online,Social,Medium,No Problems,4.6
60.0,Baby Boomer,Female,68.69,Professional,4.0,Home,Neutral,2.2,Low,Beer,Yes,Weekly,1005.54,Offline,Stress Relief,High,No Problems,2.1
38.0,Millennial,Female,45.17,Professional,1.0,Bar,Sweet,2.0,Low,Spirits,No,Monthly,214.76,Both,Celebration,High,Location,4.7
45.0,Gen X,Male,65.6,Student,3.0,Bar,Bitter,1.4,Low,Spirits,No,Weekly,1055.74,Offline,Celebration,High,Limited Variety,3.1
53.0,Gen X,Male,37.4,Entrepreneur,2.0,Other,Sour,1.73,Low,Beer,No,Monthly,902.0629633208005,Offline,Celebration,High,No Problems,4.3
60.0,Baby Boomer,Male,51.4,Retired,1.0,Other,Salty,1.88,High,Cocktails,No,Monthly,258.9,Offline,Celebration,Low,Limited Variety,4.9
